rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,won_aerial,matches
177,Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,14.7,2,0,0,20,13,0,6,16,14,0,0,0,102,20,19,51.3,Matches
178,Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,5.6,0,0,0,4,4,1,6,7,7,0,0,0,35,8,2,80.0,Matches
179,Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,19.5,2,0,0,27,30,1,12,26,20,0,0,0,99,15,24,38.5,Matches
180,Luis Hartwig,de GER,FW,Bochum,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
181,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,13.2,1,0,0,13,13,0,2,22,12,0,0,0,125,20,28,41.7,Matches
182,Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,14.9,2,0,0,22,19,11,71,6,13,0,0,0,77,23,21,52.3,Matches
183,Jonas Hector,de GER,DF,Köln,31,1990,28.4,3,0,0,28,53,1,71,50,39,0,0,0,213,48,28,63.2,Matches
184,Hwang Hee-chan,kr KOR,FW,RB Leipzig,25,1996,0.5,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,50.0,Matches
185,Dominique Heintz,de GER,DF,Union Berlin,27,1993,5.2,0,0,0,6,2,1,1,7,5,0,0,0,25,7,12,36.8,Matches
186,Dominique Heintz,de GER,DF,Freiburg,27,1993,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0,Matches
187,Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,12.7,3,0,0,13,14,1,24,19,21,0,1,0,77,6,9,40.0,Matches
188,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,22.6,7,0,0,22,36,0,9,28,31,0,0,0,179,40,24,62.5,Matches
189,Patrick Herrmann,de GER,"DF,FW",Gladbach,30,1991,8.4,1,0,0,7,8,4,63,6,7,0,0,0,42,4,7,36.4,Matches
190,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,19.5,5,0,0,23,15,3,20,33,23,0,0,0,130,56,40,58.3,Matches
191,Martin Hinteregger,at AUT,DF,Eint Frankfurt,28,1992,24.7,6,0,0,28,31,0,0,42,28,0,1,0,199,60,55,52.2,Matches
192,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,4.5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0.0,Matches
193,Nicolas Höfler,de GER,MF,Freiburg,31,1990,28.9,5,0,0,47,40,0,7,46,42,1,1,0,199,64,48,57.1,Matches
194,Jonas Hofmann,de GER,"MF,FW",Gladbach,29,1992,23.1,1,0,0,23,20,7,138,12,20,0,0,0,112,4,15,21.1,Matches
195,Lucas Höler,de GER,FW,Freiburg,27,1994,28.7,2,0,0,36,61,14,23,17,25,1,0,0,106,126,107,54.1,Matches
196,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,20.4,0,0,0,22,13,5,59,8,9,0,0,0,74,5,32,13.5,Matches
197,Justin Hoogma,nl NED,DF,Greuther Fürth,23,1998,3.0,1,0,0,4,0,0,0,4,5,0,0,0,11,10,3,76.9,Matches
198,Jannes Horn,de GER,DF,Köln,24,1997,5.3,2,0,0,4,8,0,28,3,4,0,0,0,33,8,7,53.3,Matches
199,Timo Horn,de GER,GK,Köln,28,1993,13.0,0,0,0,0,1,0,0,0,0,0,0,0,20,3,0,100.0,Matches
200,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32.0,1,0,0,0,2,0,0,0,1,0,0,0,55,8,0,100.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
201,Branimir Hrgota,se SWE,FW,Greuther Fürth,28,1993,30.9,4,0,0,56,64,12,65,11,29,0,0,0,137,16,66,19.5,Matches
202,Ajdin Hrustic,au AUS,MF,Eint Frankfurt,25,1996,10.7,2,0,0,14,7,0,26,10,11,0,0,0,66,7,3,70.0,Matches
203,Timo Hübers,de GER,DF,Köln,25,1996,19.3,7,0,0,26,24,0,0,52,27,0,0,1,153,51,38,57.3,Matches
204,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,4.2,2,0,0,8,2,0,0,9,5,0,0,0,18,14,8,63.6,Matches
205,Mats Hummels,de GER,DF,Dortmund,32,1988,19.6,4,0,0,16,12,1,1,32,22,0,2,0,128,64,34,65.3,Matches
206,Iago,br BRA,DF,Augsburg,24,1997,24.2,3,0,0,18,16,4,92,27,29,0,0,1,135,24,24,50.0,Matches
207,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,32,1989,3.0,1,0,0,5,1,1,0,6,8,0,0,0,28,6,1,85.7,Matches
208,Burak İnce,tr TUR,FW,Arminia,17,2004,1.5,0,0,0,2,4,1,3,0,1,0,0,0,6,0,1,0.0,Matches
209,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,1.4,0,0,0,2,1,0,1,2,0,0,0,0,9,3,2,60.0,Matches
210,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,25,1996,7.6,2,0,0,16,14,4,12,6,2,1,0,0,27,17,31,35.4,Matches
211,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,26.1,2,0,0,21,9,0,21,53,31,0,0,1,170,40,37,51.9,Matches
212,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,7.1,1,0,0,19,6,3,5,2,2,0,0,0,10,31,48,39.2,Matches
213,Gian-Luca Itter,de GER,DF,Greuther Fürth,22,1999,16.2,3,0,0,18,5,0,49,13,26,0,0,0,92,17,21,44.7,Matches
214,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,16.0,3,0,0,19,13,2,28,18,12,0,0,0,92,35,35,50.0,Matches
215,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,22.7,5,0,0,28,13,0,4,57,29,0,1,0,150,47,52,47.5,Matches
216,Kristijan Jakić,hr CRO,MF,Eint Frankfurt,24,1997,20.9,6,0,0,31,19,1,8,21,22,0,0,0,165,34,37,47.9,Matches
217,Tony Jantschke,de GER,DF,Gladbach,31,1990,2.5,0,0,0,0,3,0,1,5,5,0,0,0,5,6,3,66.7,Matches
218,Dennis Jastrzembski,pl POL,"DF,FW",Hertha BSC,21,2000,2.5,1,0,0,3,3,0,8,5,1,0,0,0,15,4,1,80.0,Matches
219,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,23,1997,4.6,0,0,0,2,3,0,18,2,4,0,0,0,10,7,14,33.3,Matches
220,Marco John,de GER,DF,Hoffenheim,19,2002,0.5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,Matches
221,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,31,1989,11.3,3,0,0,8,17,7,9,1,2,0,0,0,38,20,20,50.0,Matches
222,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,1.6,0,0,0,0,4,0,0,2,1,0,0,0,6,0,4,0.0,Matches
223,Anton Kade,de GER,"FW,MF",Hertha BSC,17,2004,0.9,0,0,0,2,2,0,2,3,2,0,0,0,4,2,1,66.7,Matches
224,Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,29,1992,13.3,5,0,0,16,8,2,47,13,10,0,0,0,58,40,28,58.8,Matches
225,Florian Kainz,at AUT,"MF,FW",Köln,28,1992,25.8,3,1,1,36,45,1,238,32,26,0,0,0,181,10,18,35.7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
226,Sasa Kalajdzic,at AUT,FW,Stuttgart,24,1997,13.6,2,0,0,11,18,2,2,2,6,0,0,0,37,62,37,62.6,Matches
227,Daichi Kamada,jp JPN,MF,Eint Frankfurt,24,1996,23.8,0,0,0,23,25,6,27,8,21,0,0,0,130,17,41,29.3,Matches
228,Kevin Kampl,si SVN,MF,RB Leipzig,30,1990,21.1,4,0,0,36,12,0,8,24,19,0,1,0,155,8,12,40.0,Matches
229,Stefanos Kapino,gr GRE,GK,Arminia,27,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
230,Atakan Karazor,,MF,Stuttgart,24,1996,21.1,9,1,1,38,39,0,3,34,24,0,0,0,142,57,32,64.0,Matches
231,Silas Katompa,cd COD,"FW,MF",Stuttgart,22,1998,3.1,0,0,0,3,7,3,7,2,4,0,0,0,20,2,4,33.3,Matches
232,Noah Katterbach,de GER,DF,Köln,20,2001,0.2,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0.0,Matches
233,Yannik Keitel,de GER,MF,Freiburg,21,2000,5.6,1,0,0,13,5,0,2,1,4,0,0,1,27,10,9,52.6,Matches
234,Marc-Oliver Kempf,de GER,DF,Hertha BSC,26,1995,11.7,1,1,0,15,12,0,2,25,9,0,2,0,56,36,22,62.1,Matches
235,Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,9.3,2,0,0,13,8,0,2,16,8,0,1,0,62,29,18,61.7,Matches
236,Rani Khedira,de GER,MF,Union Berlin,27,1994,30.6,6,0,0,55,35,0,23,50,38,0,0,0,193,39,42,48.1,Matches
237,Luca Kilian,de GER,FW,Mainz 05,21,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
238,Luca Kilian,de GER,DF,Köln,21,1999,25.3,3,0,0,7,11,0,4,46,24,0,1,0,135,46,44,51.1,Matches
239,Joshua Kimmich,de GER,MF,Bayern Munich,26,1995,27.5,4,0,0,20,46,1,181,52,20,0,1,0,218,16,18,47.1,Matches
240,Philipp Klement,de GER,MF,Stuttgart,28,1992,3.8,0,0,0,2,1,1,12,1,3,0,0,0,26,1,6,14.3,Matches
241,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,21,2000,6.7,2,0,0,9,9,1,2,4,6,0,0,0,21,2,4,33.3,Matches
242,Fabian Klos,de GER,FW,Arminia,33,1987,15.8,2,1,0,30,18,3,11,0,5,0,0,0,38,114,107,51.6,Matches
243,Lukas Klostermann,de GER,DF,RB Leipzig,25,1996,18.3,1,0,0,9,4,0,3,26,16,0,0,0,101,23,11,67.6,Matches
244,Lukas Klünter,de GER,DF,Hertha BSC,25,1996,2.2,1,0,0,5,2,0,4,2,1,0,0,0,12,2,2,50.0,Matches
245,Ansgar Knauff,de GER,"FW,MF",Dortmund,19,2002,1.3,0,0,0,4,1,1,0,0,1,0,0,0,3,3,2,60.0,Matches
246,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,19,2002,8.4,0,0,0,11,8,1,21,8,14,0,0,0,45,7,17,29.2,Matches
247,Robin Knoche,de GER,DF,Union Berlin,29,1992,33.0,6,0,0,26,13,1,0,49,24,0,0,0,247,63,55,53.4,Matches
248,Gregor Kobel,ch SUI,GK,Dortmund,23,1997,28.5,0,0,0,1,6,0,0,1,0,0,1,0,71,3,0,100.0,Matches
249,Dominik Kohr,de GER,MF,Mainz 05,27,1994,17.9,10,2,2,46,20,0,2,35,20,0,0,0,149,26,18,59.1,Matches
250,Manu Koné,fr FRA,MF,Gladbach,20,2001,24.3,10,0,0,39,60,1,2,34,37,1,0,0,147,20,20,50.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
251,Odilon Kossounou,ci CIV,DF,Leverkusen,20,2001,19.9,3,0,0,15,7,0,5,26,17,0,1,0,140,30,26,53.6,Matches
252,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,28,1992,28.0,2,0,0,16,22,3,369,15,17,0,0,0,192,10,13,43.5,Matches
253,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,30,1991,30.1,2,0,0,11,29,9,62,9,4,0,0,0,125,14,23,37.8,Matches
254,Christoph Kramer,de GER,MF,Gladbach,30,1991,8.3,1,0,0,11,5,0,4,12,11,0,0,0,67,11,10,52.4,Matches
255,Florian Krüger,de GER,"FW,MF",Arminia,22,1999,12.5,0,0,0,8,9,4,20,2,1,0,1,0,47,11,18,37.9,Matches
256,Max Kruse,de GER,"MF,FW",Wolfsburg,33,1988,12.5,0,0,0,2,12,5,27,3,3,1,0,0,56,10,16,38.5,Matches
257,Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,14.1,1,0,0,5,6,1,48,3,1,0,0,0,46,14,25,35.9,Matches
258,Lukas Kübler,de GER,"DF,MF",Freiburg,28,1992,25.9,2,0,0,24,20,3,49,44,35,0,0,0,145,39,42,48.1,Matches
259,Fabian Kunze,de GER,MF,Arminia,23,1998,14.0,9,0,0,38,21,0,10,19,21,0,0,0,106,37,32,53.6,Matches
260,Maxence Lacroix,fr FRA,DF,Wolfsburg,21,2000,27.7,5,3,1,36,25,1,7,60,33,0,3,1,183,75,45,62.5,Matches
261,Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,13.8,2,0,0,37,8,0,14,4,24,0,0,0,96,11,11,50.0,Matches
262,Stefan Lainer,at AUT,DF,Gladbach,28,1992,16.3,2,0,0,8,13,3,27,14,11,2,1,0,77,14,9,60.9,Matches
263,Vassilis Lambropoulos,gr GRE,DF,Bochum,31,1990,13.0,1,0,0,6,4,0,2,17,12,0,0,1,52,30,16,65.2,Matches
264,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,24,1997,5.7,1,0,0,7,1,1,0,2,4,0,0,0,17,21,20,51.2,Matches
265,Bryan Lasme,fr FRA,FW,Arminia,22,1998,9.7,2,0,0,15,12,9,16,1,6,0,0,0,34,33,34,49.3,Matches
266,Maxim Leitsch,de GER,DF,Bochum,23,1998,17.1,2,0,0,9,0,1,5,31,10,0,0,0,148,31,24,56.4,Matches
267,Tim Lemperle,de GER,"FW,MF",Köln,19,2002,1.7,0,0,0,4,3,0,1,2,1,0,0,0,7,5,10,33.3,Matches
268,Christopher Lenz,de GER,DF,Eint Frankfurt,26,1994,7.4,6,0,0,15,5,0,43,7,15,0,0,0,60,14,13,51.9,Matches
269,Robert Lewandowski,pl POL,FW,Bayern Munich,32,1988,32.7,2,0,0,22,37,21,26,6,3,1,0,0,72,53,58,47.7,Matches
270,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,20,2001,21.8,3,0,0,17,49,17,40,13,8,1,0,0,77,14,50,21.9,Matches
271,Philipp Lienhart,at AUT,DF,Freiburg,25,1996,31.9,2,0,0,15,27,1,8,50,13,0,1,0,216,69,46,60.0,Matches
272,Andreas Linde,se SWE,GK,Greuther Fürth,28,1993,12.0,0,0,0,0,1,0,0,1,0,0,0,0,19,4,0,100.0,Matches
273,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,21,2000,22.0,0,0,0,23,16,3,54,24,13,0,0,0,111,5,28,15.2,Matches
274,Dejan Ljubicic,at AUT,"MF,FW",Köln,23,1997,21.9,4,0,0,29,21,3,59,15,19,0,0,0,148,12,26,31.6,Matches
275,Jürgen Locadia,cw CUW,"FW,MF",Bochum,27,1993,4.9,0,0,0,10,9,4,0,1,2,0,0,0,14,7,12,36.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
276,Anthony Losilla,fr FRA,MF,Bochum,35,1986,32.6,5,0,0,47,19,2,10,70,39,0,0,0,241,114,70,62.0,Matches
277,Marcel Lotka,pl POL,GK,Hertha BSC,20,2001,9.8,1,0,0,0,5,0,0,1,0,0,0,0,13,6,1,85.7,Matches
278,Eduard Löwen,de GER,MF,Bochum,24,1997,15.7,0,0,0,19,11,1,108,9,22,0,1,0,94,18,30,37.5,Matches
279,Anderson Lucoqui,ao ANG,DF,Mainz 05,24,1997,8.3,2,0,0,17,16,0,10,11,10,0,0,0,41,7,5,58.3,Matches
280,Dodi Lukebakio,be BEL,FW,Hertha BSC,23,1997,2.0,0,0,0,4,5,1,1,2,1,1,0,0,7,1,3,25.0,Matches
281,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,23,1997,9.8,2,0,0,15,13,11,18,13,4,0,0,0,46,11,15,42.3,Matches
282,Andrey Lunyov,ru RUS,GK,Leverkusen,29,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
283,Andreas Luthe,de GER,GK,Union Berlin,34,1987,27.0,3,0,0,1,3,0,0,0,0,0,1,0,33,7,0,100.0,Matches
284,Matej Maglica,hr CRO,MF,Stuttgart,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
285,Arne Maier,de GER,MF,Augsburg,22,1999,20.7,0,0,0,11,14,1,97,15,13,0,0,0,127,16,25,39.0,Matches
286,Donyell Malen,nl NED,FW,Dortmund,22,1999,18.7,2,0,0,10,31,9,27,10,10,2,0,0,62,9,18,33.3,Matches
287,Lennard Maloney,us USA,DF,Dortmund,21,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches
288,Orel Mangala,be BEL,MF,Stuttgart,23,1998,20.6,4,0,0,26,27,0,9,12,10,0,0,0,110,10,19,34.5,Matches
289,Myziane Maolida,km COM,"FW,MF",Hertha BSC,22,1999,8.6,0,0,0,10,6,3,7,1,4,0,0,0,43,8,12,40.0,Matches
290,Omar Marmoush,eg EGY,FW,Wolfsburg,22,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
291,Omar Marmoush,eg EGY,FW,Stuttgart,22,1999,17.5,3,0,0,33,57,7,44,7,17,0,0,0,81,28,31,47.5,Matches
292,Aarón Martín,es ESP,DF,Mainz 05,24,1997,25.5,7,0,0,31,18,0,180,20,33,0,0,0,161,12,15,44.4,Matches
293,Josep Martinez,es ESP,GK,RB Leipzig,23,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
294,Erhan Mašović,rs SRB,DF,Bochum,22,1998,17.2,7,0,0,16,7,0,0,34,20,0,0,1,97,24,23,51.1,Matches
295,Roberto Massimo,de GER,"DF,FW",Stuttgart,20,2000,9.7,0,0,0,8,4,4,17,3,5,0,0,0,44,4,9,30.8,Matches
296,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23,1997,30.1,3,0,0,22,20,2,7,69,39,0,3,0,214,91,27,77.1,Matches
297,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,32,1989,4.2,0,0,0,7,7,2,3,5,9,0,0,0,14,8,12,40.0,Matches
298,Kevin Mbabu,ch SUI,DF,Wolfsburg,26,1995,15.5,4,0,0,24,21,2,67,35,20,0,1,0,109,31,23,57.4,Matches
299,Nathan de Medina,be BEL,DF,Arminia,23,1997,8.6,2,0,0,14,9,0,5,10,10,0,0,0,43,8,14,36.4,Matches
300,Admir Mehmedi,ch SUI,DF,Wolfsburg,30,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
301,Jorge Meré,es ESP,DF,Köln,24,1997,5.4,2,0,0,4,1,0,1,10,6,0,0,0,36,14,11,56.0,Matches
302,Thomas Meunier,be BEL,DF,Dortmund,29,1991,15.6,4,0,0,27,7,1,45,12,19,0,0,0,121,24,10,70.6,Matches
303,Marco Meyerhöfer,de GER,DF,Greuther Fürth,25,1995,25.3,0,0,0,16,25,1,43,47,35,0,1,1,141,23,24,48.9,Matches
304,Sven Michel,de GER,FW,Union Berlin,31,1990,3.8,2,0,0,12,4,3,8,1,6,0,0,0,16,13,21,38.2,Matches
305,Enzo Millot,fr FRA,MF,Stuttgart,19,2002,0.6,0,0,0,2,1,0,3,1,0,0,0,0,4,4,1,80.0,Matches
306,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,24,1997,16.6,3,0,0,20,36,1,85,46,33,0,1,0,112,23,27,46.0,Matches
307,Anthony Modeste,fr FRA,FW,Köln,33,1988,29.0,4,0,0,38,33,36,12,4,6,1,0,0,48,93,85,52.2,Matches
308,Kevin Möhwald,de GER,MF,Union Berlin,28,1993,3.9,2,0,0,6,4,2,7,3,1,0,0,0,30,3,3,50.0,Matches
309,Clinton Mola,eng ENG,DF,Stuttgart,20,2001,1.3,0,0,0,0,0,0,1,3,1,0,0,0,4,5,4,55.6,Matches
310,Jan Morávek,cz CZE,MF,Augsburg,31,1989,5.2,1,0,0,5,2,0,2,6,6,0,0,0,32,9,13,40.9,Matches
311,Ilaix Moriba,gn GUI,MF,RB Leipzig,18,2003,0.4,0,0,0,1,3,0,0,1,0,0,0,0,4,0,2,0.0,Matches
312,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,16,2004,2.5,1,0,0,5,5,5,0,3,0,0,0,0,6,0,3,0.0,Matches
313,Nordi Mukiele,fr FRA,"DF,FW",RB Leipzig,23,1997,20.5,3,0,0,19,25,8,34,31,22,1,1,0,125,47,23,67.1,Matches
314,Florian Müller,de GER,GK,Stuttgart,23,1997,30.0,0,0,0,0,3,0,0,0,0,0,0,0,60,7,0,100.0,Matches
315,Thomas Müller,de GER,MF,Bayern Munich,31,1989,28.4,0,0,0,11,22,12,89,15,20,0,0,1,94,31,56,35.6,Matches
316,Torben Müsel,de GER,MF,Gladbach,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
317,Jamal Musiala,de GER,"MF,FW",Bayern Munich,18,2003,16.3,2,0,0,17,20,2,5,19,26,0,0,0,115,5,13,27.8,Matches
318,Obite N'Dicka,ci CIV,DF,Eint Frankfurt,21,1999,31.7,3,0,0,42,14,4,12,48,34,0,1,1,211,112,66,62.9,Matches
319,Nikolas Nartey,dk DEN,"MF,DF",Stuttgart,21,2000,4.5,1,0,0,11,5,1,6,7,3,0,0,0,23,10,2,83.3,Matches
320,Paul Nebel,de GER,"MF,FW",Mainz 05,18,2002,2.5,3,0,0,8,3,1,10,0,3,0,0,0,18,0,9,0.0,Matches
321,David Nemeth,at AUT,DF,Mainz 05,20,2001,3.5,0,0,0,1,1,0,0,6,2,0,0,0,16,10,7,58.8,Matches
322,Luca Netz,de GER,"DF,FW",Gladbach,18,2003,15.5,1,0,0,7,11,2,35,13,11,0,0,0,72,7,12,36.8,Matches
323,Manuel Neuer,de GER,GK,Bayern Munich,35,1986,27.9,0,0,0,0,1,0,0,0,1,0,0,0,85,5,2,71.4,Matches
324,Florian Neuhaus,de GER,MF,Gladbach,24,1997,23.6,2,0,0,18,32,0,14,31,28,0,0,0,134,10,8,55.6,Matches
325,Jessic Ngankam,de GER,FW,Greuther Fürth,21,2000,3.8,0,0,0,12,5,1,0,0,1,0,0,0,10,7,10,41.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
326,Moussa Niakhate,sn SEN,DF,Mainz 05,25,1996,28.5,1,0,0,30,23,3,16,50,23,0,1,0,207,56,27,67.5,Matches
327,Tanguy Nianzou,fr FRA,DF,Bayern Munich,19,2002,6.5,4,0,0,13,8,0,1,7,7,0,0,0,32,21,14,60.0,Matches
328,Florian Niederlechner,de GER,FW,Augsburg,30,1990,12.9,1,0,0,14,25,9,5,4,5,2,0,1,34,21,45,31.8,Matches
329,Håvard Nielsen,no NOR,"MF,FW",Greuther Fürth,28,1993,15.2,2,0,0,27,24,10,3,7,12,0,0,0,50,58,57,50.4,Matches
330,Joakim Nilsson,se SWE,DF,Arminia,27,1994,30.4,5,0,0,32,16,2,3,56,19,0,0,0,148,79,63,55.6,Matches
331,Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,23,1997,30.3,2,0,0,31,61,13,64,15,10,3,0,0,103,26,28,48.1,Matches
332,Felix Nmecha,de GER,"MF,FW",Wolfsburg,20,2000,3.6,2,0,0,7,9,0,3,7,1,0,0,0,12,11,8,57.9,Matches
333,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,22,1998,18.1,5,0,0,31,29,6,21,4,5,1,0,0,47,33,32,50.8,Matches
334,Håvard Nordtveit,no NOR,DF,Hoffenheim,31,1990,3.4,1,0,0,2,4,0,1,10,6,0,0,0,24,5,7,41.7,Matches
335,Connor Noß,ie IRL,MF,Gladbach,20,2001,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.0,Matches
336,Hugo Novoa,es ESP,"MF,FW",RB Leipzig,18,2003,1.5,0,0,0,1,4,1,2,1,4,0,0,0,5,2,3,40.0,Matches
337,Soma Novothny,hu HUN,"FW,MF",Bochum,27,1994,0.9,0,0,0,2,2,0,0,0,1,1,0,0,2,2,7,22.2,Matches
338,Kasim Nuhu,gh GHA,DF,Hoffenheim,26,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
339,Hans Nunoo Sarpei,gh GHA,"DF,MF",Greuther Fürth,22,1998,7.1,2,0,0,7,16,0,0,14,11,0,0,0,43,10,11,47.6,Matches
340,Bastian Oczipka,de GER,DF,Union Berlin,32,1989,10.4,1,0,0,10,13,1,61,12,15,0,0,0,77,10,4,71.4,Matches
341,Masaya Okugawa,jp JPN,"MF,FW",Arminia,25,1996,28.1,0,0,0,24,22,12,14,20,25,0,0,0,114,22,56,28.2,Matches
342,Mathias Olesen,lu LUX,"MF,FW",Köln,20,2001,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
343,Dani Olmo,es ESP,"MF,FW",RB Leipzig,23,1998,8.3,2,0,0,4,22,1,9,4,6,0,0,0,62,3,10,23.1,Matches
344,Karim Onisiwo,at AUT,FW,Mainz 05,29,1992,26.2,0,0,0,44,32,27,50,7,10,0,0,0,82,58,88,39.7,Matches
345,Willi Orban,hu HUN,DF,RB Leipzig,28,1992,29.4,1,0,0,12,29,3,3,44,22,0,0,0,163,100,63,61.3,Matches
346,Stefan Ortega,de GER,GK,Arminia,28,1992,33.0,1,0,0,0,3,0,0,0,0,0,0,0,61,3,1,75.0,Matches
347,Patrick Osterhage,de GER,MF,Bochum,21,2000,6.7,2,0,0,5,7,0,9,11,6,0,0,0,48,14,13,51.9,Matches
348,Tomáš Ostrák,cz CZE,"MF,FW",Köln,21,2000,0.3,0,0,0,1,0,0,3,1,0,0,0,0,3,0,0,,Matches
349,Paulo Otávio,br BRA,"DF,MF",Wolfsburg,26,1994,4.0,0,0,0,3,4,1,25,4,10,0,0,0,12,5,4,55.6,Matches
350,Reece Oxford,eng ENG,DF,Augsburg,22,1998,29.9,9,0,0,28,21,1,0,72,14,0,1,0,167,86,51,62.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
351,Salih Özcan,tr TUR,MF,Köln,23,1998,25.7,5,0,0,38,53,1,18,51,30,0,0,0,225,53,43,55.2,Matches
352,Levin Öztunalı,de GER,MF,Union Berlin,25,1996,6.4,0,0,0,15,8,3,12,4,11,0,0,0,40,11,16,40.7,Matches
353,Gonçalo Paciência,pt POR,FW,Eint Frankfurt,26,1994,5.7,3,0,0,9,12,3,7,1,2,1,0,0,18,18,17,51.4,Matches
